"gene_id","hl.dnCaf1","hl.GFP","gene_name","m6a.enrich","TPU.length","ARE.cts","tAI"
"ENSMUSG00000001674",NA,2.22128215052394,"Ddx18",0.942224883,161,3,0.201257725
"ENSMUSG00000001687",6.74754577634892,3.39456617533726,"Ubl3",0.79428903,1500,5,0.185552866
"ENSMUSG00000001700",5.95897352564255,NA,"Gramd3",-0.684850939,1163,2,0.196074562
"ENSMUSG00000001707",7.35997088259165,3.70206604959503,"Eef1e1",-2.42024736,1963,6,0.193246489
"ENSMUSG00000001729",10.01112493604,5.78922819031493,"Akt1",-0.196275065,877,4,0.213149942
"ENSMUSG00000001739",NA,NA,"Cldn15",0.349436665,942,1,0.199830455
"ENSMUSG00000001741",NA,NA,"Il16",3.123670705,1064,0,0.204192436
"ENSMUSG00000001750",3.9633911539611,5.31954147628019,"Tcirg1",-2.162523258,64,0,0.196441779
"ENSMUSG00000001751",7.75193722483149,3.13959123216441,"Naglu",1.044846756,227,0,0.195364925
"ENSMUSG00000001755",6.55497185946817,4.01873659364073,"Coasy",0.513894231,309,0,0.196613064
"ENSMUSG00000001761",11.192529677814,NA,"Smo",-1.186376072,1080,0,0.203876017
"ENSMUSG00000001763",5.17802356951508,3.93658755387823,"Tspan33",-1.272871979,921,0,0.208535209
"ENSMUSG00000001767",NA,2.08433173803771,"Crnkl1",0.717041723,945,4,0.192702079
"ENSMUSG00000001768",3.01886057599961,NA,NA,NA,NA,NA,NA
"ENSMUSG00000001773",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000001774",4.93523644308427,2.98544563132492,"Chordc1",0.010841541,4521,26,0.198200296
"ENSMUSG00000001783",7.92220076841038,3.87325673889576,"Rtcb",-0.952289793,375,0,0.208646336
"ENSMUSG00000001785",5.19694000514375,2.87977072839125,NA,NA,NA,NA,NA
"ENSMUSG00000001786",6.47514314029352,4.08428069840062,"Fbxo7",-0.632521557,3765,7,0.187843658
"ENSMUSG00000001794",NA,6.67902644405654,"Capns1",-2.406168071,565,0,0.197251524
"ENSMUSG00000001802",NA,3.84198482380045,"Lrp3",1.389337799,1204,1,0.210136326
"ENSMUSG00000001804",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000001815",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000001819",NA,NA,"Hoxd13",2.156653165,1463,10,0.211989995
"ENSMUSG00000001823",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000001827",NA,NA,"Folr1",-2.253591628,133,0,0.208724347
"ENSMUSG00000001829",6.45439278296902,4.59257657158665,"Clpb",-0.625828007,2415,0,0.205148047
"ENSMUSG00000001833",8.61879652452354,4.14375376860791,"Sept7",0.845371425,1019,8,0.194737683
"ENSMUSG00000001844",5.04804459499688,3.38473458635321,"Zdhhc4",-2.408114121,53,0,0.193681836
"ENSMUSG00000001847",9.43838950920516,5.73037743518066,"Rac1",-1.935648266,3341,8,0.20355572
"ENSMUSG00000001855",4.01725855938071,3.71984583737452,"Nup214",0.22646028,1823,3,0.193013595
"ENSMUSG00000001864",7.75359150095887,NA,"Aif1l",0.074490198,2452,7,0.214702662
"ENSMUSG00000001865",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000001870",4.53544939119831,4.723324377174,"Ltbp1",0.081212386,1214,2,0.216763406
"ENSMUSG00000001891",NA,3.94437771837041,"Ugp2",-0.303137378,884,2,0.179654046
"ENSMUSG00000001901",NA,NA,"Kcnh6",0.022328409,485,1,0.194478235
"ENSMUSG00000001909",7.16246272751461,4.40896636276321,NA,NA,NA,NA,NA
"ENSMUSG00000001910",5.55322925376893,3.2849563054177,"Nacc1",0.335290122,2559,0,0.209010403
"ENSMUSG00000001911",7.26013163870665,4.83095279465895,"Nfix",-0.552794151,3951,4,0.19953347
"ENSMUSG00000001918",NA,6.62063784574145,"Slc1a5",-0.570642903,535,0,0.202538878
"ENSMUSG00000001924",13.1602636451669,NA,"Uba1",-1.52666938,666,1,0.199728734
"ENSMUSG00000001930",NA,NA,"Vwf",-0.70475048,738,2,0.20659669
"ENSMUSG00000001942",2.6010493942585,4.25969413121237,"Siae",-0.500054191,3131,5,0.190102673
"ENSMUSG00000001943",NA,NA,"Vsig2",-2.795124184,393,0,0.198868527
"ENSMUSG00000001946",NA,NA,"Esam",-0.853592146,537,1,0.197372405
"ENSMUSG00000001948",4.41054958757788,NA,"Spa17",-0.261957927,50,0,0.197340708
"ENSMUSG00000001962",9.93938006409638,NA,"Fam50a",-0.954105153,181,0,0.223281107
"ENSMUSG00000001964",NA,5.06818886482526,"Emd",-1.948743404,739,0,0.183941515
"ENSMUSG00000001983",5.00279594950551,2.37466689020264,"Taco1",-0.446540218,311,0,0.209634817
"ENSMUSG00000001985",4.9875717113542,2.81261917093265,"Grik3",1.546616656,6082,4,0.200221006
"ENSMUSG00000001986",6.84077558086057,4.35991870358773,"Gria3",1.254339952,2262,4,0.189428263
"ENSMUSG00000001988",1.39812811392158,NA,"Npas1",-2.551333061,114,0,0.194011911
"ENSMUSG00000001995",10.0058004060486,2.70964279922367,"Sipa1l2",2.335363665,1082,6,0.201722503
"ENSMUSG00000001998",2.41077427416914,3.02309877679545,"Ap4e1",0.544904209,1207,8,0.189334623
"ENSMUSG00000001999",5.57123361938354,3.34362549754945,"Blvra",-2.282029391,91,0,0.195103586
"ENSMUSG00000002006",8.23777860607322,7.45441392419063,"Pdzd4",1.487573371,1023,0,0.206047005
"ENSMUSG00000002007",NA,NA,"Srpk3",-0.767618954,237,0,0.204533855
"ENSMUSG00000002010",6.73091552110534,NA,"Idh3g",-2.702520823,107,0,0.208873699
"ENSMUSG00000002012",NA,NA,"Pnck",-1.901967562,393,0,0.198983112
"ENSMUSG00000002014",9.54468606043785,NA,"Ssr4",-3.7718382,68,0,0.203209495
"ENSMUSG00000002015",NA,5.85982336771949,"Bcap31",-1.987472071,379,0,0.208437736
"ENSMUSG00000002017",5.03229472675292,3.42449858145383,"Fam98a",-0.292217112,1813,5,0.188805763
"ENSMUSG00000002020",NA,NA,"Ltbp2",0.666587062,1038,1,0.217405956
"ENSMUSG00000002028",2.82068452339747,2.65029792039296,"Kmt2a",1.605904847,4547,7,0.199150578
"ENSMUSG00000002031",4.27271084524354,3.9279426902751,"Ift46",-0.948887998,2867,4,0.202751772
"ENSMUSG00000002032",3.85239694505308,4.11939222084547,"Tmem25",-0.594802698,1200,1,0.193874984
"ENSMUSG00000002033",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002043",NA,NA,"Trappc6a",-3.165613883,268,0,0.219417463
"ENSMUSG00000002052",NA,3.72337884711542,"Supt6",1.412480636,837,1,0.203870168
"ENSMUSG00000002055",2.53130753637391,NA,"Spag5",0.641865053,258,2,0.202485734
"ENSMUSG00000002057",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002058",10.5446299332002,3.77729704285983,"Unc119",-2.914619809,521,1,0.195040348
"ENSMUSG00000002059",4.37005565916272,2.26563056149163,"Rab34",-2.310701963,352,1,0.208523822
"ENSMUSG00000002064",6.08358048249591,3.6035152412711,"Sdf2",0.115707365,358,0,0.190871195
"ENSMUSG00000002068",NA,2.75787852176889,"Ccne1",-1.101079781,531,1,0.196182368
"ENSMUSG00000002076",NA,NA,"Hsf2bp",-0.637458029,1834,2,0.197439902
"ENSMUSG00000002083",4.32285300156503,2.60043652837662,NA,NA,NA,NA,NA
"ENSMUSG00000002100",NA,NA,"Mybpc3",0.596706973,274,0,0.211421867
"ENSMUSG00000002102",15.4748941274605,5.50006728945677,"Psmc3",-1.286277836,270,0,0.221493088
"ENSMUSG00000002103",8.68073250553871,4.36847792849445,NA,NA,NA,NA,NA
"ENSMUSG00000002104",NA,NA,"Rapsn",-2.639433859,211,0,0.22165277
"ENSMUSG00000002105",4.23931616295916,2.9951497532038,"Slc39a13",-1.664064917,1112,0,0.194976596
"ENSMUSG00000002107",4.68348594618291,3.17540905788587,"Celf2",-0.164419914,7381,25,0.207364447
"ENSMUSG00000002108",NA,NA,"Nr1h3",-0.153086133,275,0,0.204287801
"ENSMUSG00000002109",NA,1.84262716872188,"Ddb2",-1.857249032,345,2,0.186531379
"ENSMUSG00000002111",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002129",5.28946695402645,2.75691103826537,"Sf3a1",-0.387449002,2406,3,0.208509798
"ENSMUSG00000002147",5.48865378548504,NA,"Stat6",-1.145247009,976,2,0.196130571
"ENSMUSG00000002190",2.97991088736786,3.65361094680283,"Clgn",-0.284866086,1946,5,0.196034717
"ENSMUSG00000002204",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002205",NA,3.27525059350079,"Vrk3",-1.967074145,294,0,0.200980034
"ENSMUSG00000002210",8.02487539209686,4.17962049642377,"Smg9",-1.70461411,400,0,0.203886347
"ENSMUSG00000002221",4.1226881199652,3.40081875296207,"Paxip1",1.033003696,2408,3,0.209446337
"ENSMUSG00000002222",4.75809712121209,3.52337494588303,"Rmnd5a",1.182786625,4491,18,0.198476248
"ENSMUSG00000002227",5.98270272816097,2.90776270559913,"Mov10",-0.890035289,313,0,0.190435258
"ENSMUSG00000002228",NA,NA,"Ppm1j",-1.045128694,166,0,0.198022721
"ENSMUSG00000002233",NA,6.95989293785877,"Rhoc",-2.256944049,416,0,0.212845298
"ENSMUSG00000002240",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002249",4.79116800659324,NA,"Tead3",-1.181557222,1049,1,0.199630007
"ENSMUSG00000002250",5.21103487197127,2.4243403521478,"Ppard",-1.091871458,1625,1,0.217917575
"ENSMUSG00000002257",3.22122123073002,NA,"Def6",-0.193363952,319,0,0.220067022
"ENSMUSG00000002265",5.38846370148589,3.47676878696388,"Peg3",2.222418227,3614,8,0.195652925
"ENSMUSG00000002266",3.09218176054319,3.02762126742552,"Zim1",2.797581976,5654,10,0.221592594
"ENSMUSG00000002274",10.0476341388319,NA,"Metrn",-1.240521684,1754,2,0.199167776
"ENSMUSG00000002279",NA,4.01560633629347,"Lmf1",-1.459181255,362,0,0.187746638
"ENSMUSG00000002280",6.35486945273894,3.15185920151982,"Narfl",0.483857065,1078,0,0.20206939
"ENSMUSG00000002289",NA,NA,"Angptl4",0.870107029,1637,1,0.19999953
"ENSMUSG00000002297",2.54101031070572,3.87033218781258,"Dbf4",1.845227183,859,1,0.19147809
"ENSMUSG00000002307",4.38313162710936,1.90963563092035,"Daxx",1.822111126,188,0,0.19771983
"ENSMUSG00000002308",NA,4.69543842262098,"Cd320",-0.226076346,1346,1,0.209500072
"ENSMUSG00000002319",8.63287904396379,5.11835372042483,"Ipo4",-0.449609403,511,0,0.205086982
"ENSMUSG00000002320",5.10924619763144,3.6942065352368,"Tm9sf1",-1.040215985,254,1,0.183259844
"ENSMUSG00000002324",NA,NA,"Rec8",-1.716691988,34,0,0.191143045
"ENSMUSG00000002325",3.64280906746968,2.43532374042372,"Irf9",0.403663514,999,2,0.2026766
"ENSMUSG00000002326",NA,4.5003160239239,"Gmpr2",-1.818477075,787,1,0.20142575
"ENSMUSG00000002329",NA,NA,"Mdp1",-2.030381331,1104,0,0.178853204
"ENSMUSG00000002332",NA,NA,"Dhrs1",-2.527233936,264,0,0.200377527
"ENSMUSG00000002341",10.6865799892281,7.1517306440361,"Ncan",1.451922851,3235,2,0.201835359
"ENSMUSG00000002342",5.60692328042246,4.14493516716898,"Tmem161a",-2.248078575,1542,2,0.192377144
"ENSMUSG00000002343",8.43351712561337,3.603179914249,"Armc6",0.190762335,493,1,0.22190122
"ENSMUSG00000002345",5.88330081865408,4.6151825836331,"Borcs8",-2.589374037,230,0,0.208303369
"ENSMUSG00000002346",3.11732063701945,2.78992527452211,"Slc25a42",-0.806903053,2129,2,0.188323076
"ENSMUSG00000002365",3.45880421689216,2.78102858358923,"Snx9",0.766162629,1337,7,0.205504383
"ENSMUSG00000002372",7.2885589843647,3.00718721602047,"Ranbp3",0.290546088,865,1,0.209366576
"ENSMUSG00000002379",NA,NA,"Ndufa11",-4.018009394,525,0,0.215549034
"ENSMUSG00000002384",NA,NA,"Bmp8b",-0.23262576,1554,5,0.193942792
"ENSMUSG00000002393",3.93914534060457,4.05661488795988,"Nr2f6",-0.523114094,356,0,0.216255273
"ENSMUSG00000002395",9.95378241899438,6.56125853421629,"Use1",-2.339447098,23,0,0.218805139
"ENSMUSG00000002396",NA,2.33158822331532,"Ocel1",-1.46307779,4533,1,0.201685936
"ENSMUSG00000002409",4.0817990080122,3.68402072001841,"Dyrk1b",-0.209204204,371,1,0.200456783
"ENSMUSG00000002413",5.08672736731042,2.94553134124726,"Braf",0.57278303,7145,37,0.190706697
"ENSMUSG00000002416",3.64981491782876,6.50074604134184,"Ndufb2",-1.102002381,3991,5,0.171406073
"ENSMUSG00000002428",2.88969138761712,2.53429328167271,"Hltf",0.919066785,1766,13,0.189708821
"ENSMUSG00000002455",5.75595540813751,2.83714799814815,NA,NA,NA,NA,NA
"ENSMUSG00000002458",5.14421107077903,3.39029572067634,"Rgs19",-0.50019661,849,2,0.202653145
"ENSMUSG00000002459",4.98725748858444,3.71312809488972,"Rgs20",0.480081724,898,5,0.200102391
"ENSMUSG00000002475",7.62823851932857,NA,"Abhd3",-1.877631163,646,9,0.189955938
"ENSMUSG00000002477",5.74789927613183,4.28484358873552,"Snrpd1",-1.109792606,360,0,0.176878507
"ENSMUSG00000002486",4.14310785734948,3.30412982477637,"Tchp",0.108080539,1187,0,0.22749515
"ENSMUSG00000002489",3.51738173279602,2.49240914424026,"Tiam1",0.812982744,2011,8,0.201571258
"ENSMUSG00000002496",16,5.5803697152822,"Tsc2",-0.700837239,789,2,0.199657472
"ENSMUSG00000002500",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002504",NA,4.04401152861293,"Slc9a3r2",-1.816464356,945,0,0.202202537
"ENSMUSG00000002524",8.85211530621426,4.14595753605913,"Puf60",-1.364329888,146,0,0.215027386
"ENSMUSG00000002546",7.76324570594168,4.65056315757312,NA,NA,NA,NA,NA
"ENSMUSG00000002550",5.12134773989839,3.84956170522041,"Uck1",-1.080368969,1028,0,0.206212568
"ENSMUSG00000002565",NA,NA,"Scin",1.547623149,731,1,0.200803983
"ENSMUSG00000002578",3.99100494295307,1.94159010661033,"Ikzf4",-0.04725572,3205,4,0.195220799
"ENSMUSG00000002580",4.57296905320104,7.72111476205425,"Mien1",-2.771918705,354,0,0.20744852
"ENSMUSG00000002588",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002602",NA,NA,"Axl",-1.736872538,1389,2,0.195776973
"ENSMUSG00000002603",NA,NA,"Tgfb1",-0.691242972,135,1,0.196914205
"ENSMUSG00000002608",5.67812112875755,4.3395597096407,"Ccdc97",-1.043939601,1887,1,0.20831369
"ENSMUSG00000002617",2.4606458530104,2.35802305982451,"Zfp40",4.027208158,1352,2,0.191206727
"ENSMUSG00000002625",6.25538637808868,3.98460182797083,"Akap8l",0.302929331,68,0,0.207478879
"ENSMUSG00000002633",NA,NA,"Shh",0.189470629,1040,8,0.206906913
"ENSMUSG00000002635",4.44815910214655,2.73580440247909,"Pdcd2l",-1.804096787,182,2,0.201330929
"ENSMUSG00000002658",6.84341770921264,3.93282420046212,"Gtf2f1",-0.602314142,22,0,0.221450442
"ENSMUSG00000002660",NA,4.02033293169265,"Clpp",-2.169772748,141,1,0.209688213
"ENSMUSG00000002661",6.67508100895363,3.52376044728079,"Alkbh7",-3.103414154,230,1,0.196950282
"ENSMUSG00000002664",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002668",NA,NA,"Dennd1c",-0.223436302,56,0,0.189593112
"ENSMUSG00000002679",3.0995791373272,2.35511815358487,"Med6",-0.509407714,349,0,0.188614415
"ENSMUSG00000002688",3.94436353645716,2.7429245897347,"Prkd1",-0.820077584,771,3,0.191173035
"ENSMUSG00000002699",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002718",15.867078725223,3.70002673110642,"Cse1l",0.323766717,596,3,0.186098423
"ENSMUSG00000002728",5.4484359042483,3.31809733679265,"Naa20",-1.043246509,1681,7,0.179321854
"ENSMUSG00000002731",6.6285381534452,4.07006627849155,"Prkra",-1.658907878,513,3,0.204234907
"ENSMUSG00000002732",NA,NA,"Fkbp7",-2.147666891,147,0,0.196936355
"ENSMUSG00000002733",4.35482928689963,2.27922621905883,"Plekha3",-1.87228596,1326,9,0.192246928
"ENSMUSG00000002741",6.65593813086053,5.23944346586668,"Ykt6",-0.039640711,1736,1,0.194741159
"ENSMUSG00000002748",3.74423573697241,3.13712913692991,"Baz1b",1.358805195,1666,5,0.205883658
"ENSMUSG00000002763",7.99431650461634,4.80764360100462,"Pex6",-1.866175088,217,0,0.197083433
"ENSMUSG00000002767",NA,3.33634315440723,"Mrpl2",-1.699919368,201,0,0.210681157
"ENSMUSG00000002768",NA,NA,"Mea1",-1.345535377,241,0,0.201498486
"ENSMUSG00000002769",NA,NA,"Gnmt",-0.250464972,136,0,0.210233813
"ENSMUSG00000002771",5.15509633722954,3.52957102082657,"Grin2d",-0.89106485,897,0,0.199974175
"ENSMUSG00000002778",7.58683679815405,4.13351591317157,"Kdelr1",-2.953630286,747,1,0.186793577
"ENSMUSG00000002781",NA,4.27615093015649,"Tmem143",-0.770985565,782,2,0.198125525
"ENSMUSG00000002791",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002797",4.30553017416513,2.67863482408726,"Ggct",-0.119773879,3278,2,0.20271826
"ENSMUSG00000002799",4.13372581031233,2.5373140875341,"Jag2",-0.628694847,1070,1,0.228826815
"ENSMUSG00000002803",6.8056312883157,3.32639428850973,"Btbd6",1.55346247,409,1,0.217496652
"ENSMUSG00000002804",NA,NA,"Nudt14",-2.338091743,519,0,0.199685441
"ENSMUSG00000002808",9.05596467715009,4.31444843152743,"Epdr1",0.11396947,1446,4,0.203468534
"ENSMUSG00000002812",NA,4.52268555863243,"Flii",-1.228695882,170,0,0.207714893
"ENSMUSG00000002814",2.27754838480365,1.93936819608827,"Top3a",2.07020982,513,1,0.203937731
"ENSMUSG00000002820",3.66137608915318,2.63331704606757,"Atg4d",-1.464321369,4336,6,0.19766671
"ENSMUSG00000002825",4.86067816969938,3.28609983926196,"Qtrt1",-2.975980818,86,0,0.204204811
"ENSMUSG00000002831",NA,NA,"Plin4",1.615615845,1416,0,0.220087466
"ENSMUSG00000002833",9.27050106557752,NA,"Hdgfl2",-0.311696051,145,0,0.220361261
"ENSMUSG00000002835",2.98929043251031,3.30296700515269,"Chaf1a",1.680070886,2726,2,0.219689312
"ENSMUSG00000002844",12.2622504579647,4.9384193768603,"Adprh",-1.434048672,1660,1,0.203721765
"ENSMUSG00000002845",2.56551619128914,1.7452972083532,"Tmem39a",-2.095111951,1017,3,0.176795354
"ENSMUSG00000002846",6.33534156490826,4.36185236021157,"Timmdc1",-0.963872644,586,2,0.191986965
"ENSMUSG00000002847",NA,NA,"Pla1a",-2.406876961,334,1,0.193439907
"ENSMUSG00000002870",NA,3.34429030759397,"Mcm2",-1.584257628,526,1,0.20432954
"ENSMUSG00000002871",6.54667226957704,2.91637297596921,"Tpra1",-1.533854211,2381,0,0.195693475
"ENSMUSG00000002881",5.03934934380752,3.18981104038002,"Nab1",2.256327103,1924,11,0.198146945
"ENSMUSG00000002885",12.9188421096284,1.41009593707585,"Adgre5",-1.083560718,622,0,0.20575247
"ENSMUSG00000002897",1.80549266119213,2.6044894131407,"Il17ra",1.581221625,5075,5,0.196986255
"ENSMUSG00000002900",6.81595526131627,2.82115896043943,"Lamb1",0.439140773,151,1,0.215966753
"ENSMUSG00000002908",4.7852321183672,NA,"Kcnn1",0.92241957,2267,1,0.20421778
"ENSMUSG00000002910",3.18109737602172,2.11422429723636,"Arrdc2",-0.636241831,812,0,0.200115561
"ENSMUSG00000002930",NA,NA,"Ppp1r17",-1.572766478,1133,2,0.209295904
"ENSMUSG00000002944",NA,NA,"Cd36",-1.351799323,1660,7,0.189488994
"ENSMUSG00000002948",4.50448253506721,2.78511029314607,"Map2k7",0.504097539,2068,6,0.207339811
"ENSMUSG00000002949",5.54747179729439,3.58644930011332,"Timm44",-0.105916122,405,0,0.209098127
"ENSMUSG00000002957",NA,5.8776481851822,"Ap2a2",-1.030498536,1642,3,0.203573598
"ENSMUSG00000002963",6.40891021173229,NA,"Pnkp",-1.679831926,370,0,0.204256534
"ENSMUSG00000002968",5.2388612377328,4.65026874124582,"Med25",-1.590300603,1260,0,0.200083262
"ENSMUSG00000002980",8.20828043166572,8.69918599419583,"Bcam",-1.92536154,483,1,0.197736472
"ENSMUSG00000002981",8.5243259482832,5.68097244249613,"Clptm1",-0.731510504,2120,4,0.193228403
"ENSMUSG00000002983",3.68999845679887,NA,"Relb",-1.136213002,336,1,0.202801658
"ENSMUSG00000002984",9.85045348570212,4.70726995577056,"Tomm40",-1.980395361,405,1,0.203900902
"ENSMUSG00000002985",16,NA,"Apoe",-1.779758461,271,0,0.216709319
"ENSMUSG00000002992",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002996",3.64264114683745,2.25723477375978,"Hbp1",-1.083554316,1295,5,0.191770353
"ENSMUSG00000002997",6.91621086098318,4.05573225032639,"Prkar2b",0.982179758,1913,8,0.205407633
"ENSMUSG00000003031",6.65710413529153,3.39126968843729,"Cdkn1b",-0.788557292,3439,18,0.20629773
"ENSMUSG00000003032",3.7725069846054,NA,NA,NA,NA,NA,NA
"ENSMUSG00000003033",6.26527354539631,NA,"Ap1m1",-2.504127965,628,0,0.201556777
"ENSMUSG00000003037",6.79374659116903,3.2928487769448,"Rab8a",-1.398299717,3767,3,0.212773478
"ENSMUSG00000003038",5.6318179315737,5.80472696672456,"Hmgn2",-0.919292482,800,0,0.260257114
"ENSMUSG00000003039",6.66490405345176,4.2718427478958,"Fam32a",1.99202985,2168,2,0.252872855
"ENSMUSG00000003051",NA,NA,"Elf3",0.833345405,691,1,0.19677274
"ENSMUSG00000003053",NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000003062",6.87979866795157,4.12775672375716,"Stard3nl",-3.007068397,454,1,0.181236262
"ENSMUSG00000003068",6.73635827587776,4.04613816810295,"Stk11",0.046486546,427,1,0.216224859
"ENSMUSG00000003070",4.78868508033759,3.08585551336744,"Efna2",-0.024334799,1220,5,0.197090129
"ENSMUSG00000003072",10.3825333869116,9.65662299321531,"Atp5d",-3.623798005,319,0,0.210488682
"ENSMUSG00000003099",10.6999608518297,4.75450043757275,"Ppp5c",-0.769139537,469,2,0.213696625
"ENSMUSG00000003119",3.43734348337049,2.53736135175715,"Cdk12",2.440060787,1175,3,0.19139023
"ENSMUSG00000003123",5.1355035984506,1.72451782788696,"Lipe",0.057911008,434,1,0.194984813
"ENSMUSG00000003131",6.2495932069341,3.64783117197536,"Pafah1b2",0.257590171,5829,18,0.20257095
"ENSMUSG00000003134",3.61456984766151,2.90786563636577,"Tbc1d8",0.0144853,857,2,0.201496766
"ENSMUSG00000003135",4.21114702339988,2.86530445865216,"Cnot11",-1.277802494,1623,9,0.192540785
"ENSMUSG00000003153",6.80297639040427,3.08110806487508,"Slc2a3",-1.153372863,2122,8,0.195085951
"ENSMUSG00000003154",5.50989765543516,3.4630667810008,"Foxj2",-0.250767782,2514,3,0.199637055
"ENSMUSG00000003161",11.4831068943922,3.87418844718589,"Sri",-1.667698589,1820,3,0.188793816
"ENSMUSG00000003166",5.9620855706031,4.0075044449527,"Dgcr2",0.321415789,2166,1,0.198613504
"ENSMUSG00000003184",4.11212738484605,2.75214684256648,"Irf3",-0.163176011,502,0,0.204468643
"ENSMUSG00000003190",NA,NA,"Bcl2l12",-1.405017746,182,0,0.190281067
"ENSMUSG00000003198",NA,1.59658499361443,NA,NA,NA,NA,NA
"ENSMUSG00000003199",NA,7.33140515748955,NA,NA,NA,NA,NA
"ENSMUSG00000003200",6.0868955154515,3.71691650356369,"Sh3gl1",1.201494955,790,0,0.222222862
"ENSMUSG00000003206",NA,NA,"Ebi3",0.700033733,245,1,0.182305162
"ENSMUSG00000003208",4.95409048526777,3.05736214514928,NA,NA,NA,NA,NA
"ENSMUSG00000003226",3.53734175826703,2.52780579459129,"Ranbp2",3.533340546,388,2,0.187728154
"ENSMUSG00000003227",NA,NA,"Edar",-0.801021542,2073,6,0.222178635
"ENSMUSG00000003228",4.03065408436416,3.5443673533894,"Grk5",0.583705027,3976,8,0.204762745
"ENSMUSG00000003233",7.68681154046139,4.58606866097178,"Dvl3",-0.305520801,1695,2,0.193556992
"ENSMUSG00000003234",8.84278355425262,3.95760886259728,"Abcf3",-0.189261442,864,1,0.200215394
"ENSMUSG00000003235",NA,4.28905308957614,"Eif2b5",-1.298031635,338,0,0.194532075
"ENSMUSG00000003269",11.8361122981825,3.77848542536928,"Cyth2",-1.901381165,1124,6,0.206771649
"ENSMUSG00000003271",7.64902787291912,NA,"Sult2b1",-0.227157622,17,0,0.187096415
"ENSMUSG00000003273",NA,NA,"Car11",-1.753085847,168,0,0.175346603
"ENSMUSG00000003279",7.72379455730405,3.70303347252419,"Dlgap1",1.098760908,3179,19,0.200763068
"ENSMUSG00000003282",NA,NA,"Plag1",2.996055159,2694,10,0.199438755
"ENSMUSG00000003283",NA,NA,"Hck",0.648120496,292,2,0.209698093
"ENSMUSG00000003299",9.40225961111278,3.83296568910258,"Mrpl4",-2.880721635,200,0,0.186660008
"ENSMUSG00000003308",5.63418025074717,2.7688217066366,"Keap1",1.559106575,972,0,0.211905673
"ENSMUSG00000003309",NA,NA,"Ap1m2",-2.53230364,1219,3,0.210264117
"ENSMUSG00000003316",7.04733888055772,4.10402635383474,NA,NA,NA,NA,NA
"ENSMUSG00000003341",NA,NA,"Atp8b3",-0.496337639,285,0,0.205327971
"ENSMUSG00000003344",9.55639140523748,4.90052530541883,"Btbd2",-1.268680531,913,0,0.212813409
"ENSMUSG00000003345",7.32683594628662,4.75383006862335,"Csnk1g2",-0.396386688,665,1,0.208715862
"ENSMUSG00000003346",8.88680596460524,6.85237877349969,"Abhd17a",-0.560707696,484,0,0.208100642
"ENSMUSG00000003348",3.90831875968219,2.61512124326586,"Mob3a",1.046824797,1891,0,0.200447003
"ENSMUSG00000003352",8.4366457305497,4.75623991250379,"Cacnb3",-0.512493845,958,0,0.199963503
"ENSMUSG00000003354",4.44409617203415,3.50037393080753,"Ccdc65",2.791871808,229,0,0.20856448
"ENSMUSG00000003355",NA,NA,"Fkbp11",-2.826689403,15,0,0.205201187
