source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,intersection_query_percent,effective_domain_size,intersections
TF,Factor: Kaiso; motif: SARNYCTCGCGAGAN; match class: 1,TF:M10276_1,FALSE,9.89E-07,6.004698856,10007,144,102,70.83333333,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000050708,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000024654,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000025241,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ZF5; motif: GSGCGCGR,TF:M00716,FALSE,1.0555E-06,5.976543201,14880,144,129,89.58333333,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ZF5; motif: GSGCGCGR; match class: 1,TF:M00716_1,FALSE,1.85014E-06,5.732796233,12100,144,114,79.16666667,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ZF5; motif: NRNGNGCGCGCWN,TF:M00333,FALSE,5.55926E-06,5.254982646,14518,144,126,87.5,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000024608,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: E2F; motif: GGCGSG,TF:M00803,FALSE,6.60609E-06,5.180055534,10454,144,103,71.52777778,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000024608,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000062006,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: BEN; motif: CAGCGRNV; match class: 1,TF:M01240_1,FALSE,1.11407E-05,4.953087543,12035,144,112,77.77777778,21908,"ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: Kaiso; motif: SARNYCTCGCGAGAN,TF:M10276,FALSE,1.82111E-05,4.739662978,13549,144,120,83.33333333,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000050708,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: AhR:Arnt; motif: GRGKATYGCGTGMCWNSCC,TF:M00237,FALSE,2.15497E-05,4.666558585,5869,144,70,48.61111111,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000027438,ENSMUSG00000002580,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000026087,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000051853,ENSMUSG00000024654,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000087260,ENSMUSG00000026123,ENSMUSG00000032788,ENSMUSG00000047013,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000084786,ENSMUSG00000041841,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000029632,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073"
TF,Factor: Foxn1; motif: RGAMGC,TF:M12470,FALSE,3.00131E-05,4.522689274,9748,144,97,67.36111111,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000025508,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000060803,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000031819,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000006575,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000061477,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ELK-1; motif: ACCGGAWRTN,TF:M01981,FALSE,7.45305E-05,4.127666181,14741,144,125,86.80555556,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000021520,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000029614,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
